name,title,date,shade,rating,body
Covergirl: Clean Fresh Skin Milk Foundation,Very lightweight coverage. Liquidy,"December 10, 2019",580 Tan,3,"Great for younger folks or people with near perfect skin. The ingredients are what was appealing to me, knowing im not putting harsh chemicals on my face. It is moisturizing and doesn't dry out my skin. As far as coverage, it is lightweight so don't expect every blemish to be concealed or redness to be covered, it will help slightly though and give a subtle soft look. More liquid than I expected. I will use it for normal days though and more coverage when I go out."
Covergirl: Clean Fresh Skin Milk Foundation,Nourishing makeup with an even finish,"December 2, 2019",530 Fair/Light,4,(Review by my wife) The makeup appears much darker in the bottle than what color the it went on. The formula is very smooth and feels very moisturizing. It definitely works to blur small lines or imperfections. It has a sheer coverage that can be layered. It definitely works better with a setting spray or primer. It could be blended with your hand or a blending sponge. The coverage is nice and even. The makeup is made with coconut milk and aloe extract.
Covergirl: Clean Fresh Skin Milk Foundation,Ok coverage,"December 12, 2019",550 Light/Medium,4,I haven’t purchased drug store makeup in quite some time as I almost exclusively purchase cosmetics at Sephora but I thought I’d give this a try.This formula was on the thinner side than I am used to. I use BB and CC creams in addition to traditional foundations and this one seemed very thin in comparison. I was however impressed that I was able to choose a perfect skin tone match.I think it wears ok but just a little too thin for me.
Covergirl: Clean Fresh Skin Milk Foundation,VERY LIGHT COVERAGE,"January 20, 2020",530 Fair/Light,4,"This is very light coverage, more like a tinted moisturizer than a foundation.I'm very pale, and usually a product with a small  number of shades doesn't work for me. This is light enough for me.It gives my skin a little color and a smoother texture, but it doesn't cover redness . It doesn't provide all day coverage either. But it does feel good on the skin."
Covergirl: Clean Fresh Skin Milk Foundation,Light Coverage,"December 16, 2019",520 Fair,3,"COVERGIRL Clean Fresh Skin Milk, Fair, 520 FAIR has extremely light coverage. It goes on clean, but the coverage is practically non-existent. I have fair skin with red undertones, and this color made me look like a ghost, it is sooooo white. Awful. I have chosen a fair color in other products by Cover Girl and they were fine with warmer undertones, but this looks bluish, and just not attractive. Will have to pass on this one."
Covergirl: Clean Fresh Skin Milk Foundation,Nice little compact,"December 8, 2020",,4,"I have used covergirl products before but I don't normally use their pressed powder.  This has changed my mind. It provides a nice flat finish without looking cakey over foundation. For the price point I think the product is very good value for money, and is great to throw in my purse for touch ups on the go."
Covergirl: Clean Fresh Skin Milk Foundation,Great Concealer,"October 1, 2020",,5,I don't wear very much makeup but I do need to conceal the dark circles under my eyes.  I selected a color closest to my skin tone and I love this product. Not only does it conceal quite well but it does does go on smoothly and moisturizes the skin under my eyes. Really pleased with this product.
Covergirl: Clean Fresh Skin Milk Foundation,"Light weight coverage, shade was too dark (needed porcelain, I guess)","December 24, 2019",540 Light,4,"I chose this in the light shade, hoping it would match my skin tones. Unfortunately it has too much brown/orange to work for me. I will purchase it in the porcelain which looks to be closer to my skin color. Shade aside, this feels great on. No build up or pilling. Covers my age spots well. Gives my skin a very smooth look. I really like it as a foundation and look forward to using it in a shade closer to mine."
Covergirl: Clean Fresh Skin Milk Foundation,Very pleased,"January 18, 2021",,5,"Light coverage. I am using this primarily for my legs, small veins that break around my ankles. Also on age spots that are starting on my arms.... aka known as ""wisdom"" spots. The medium is a perfect match and isn't thick. It's a sheer coverage. Just enough. Thank you Cover Girl, and Amazon."
Covergirl: Clean Fresh Skin Milk Foundation,works well,"December 27, 2019",570 Medium/Tan,4,"This product goes on feeling like a light lotion which is great in a dry winter. It blends easily. The color I ordered wasn't quite right for me so it looked like I spent too much time in the tanning booth, but does look very natural. The product was also easy to dispense. this is definitely something I would buy again but in a lighter shade."
Covergirl: Clean Fresh Skin Milk Foundation,I Need A Lighter Shade,"September 23, 2020",,3,I really like that it is more heathier than most concealers. I have the Light shade. It is very tricky for me to figure how much lighter I need to go.Porcelain is the lightest but I not sure if I need to go that far. When I apply and smooth in this. it looks faintly orange;.  Back to the drawing board.
